shlok_number,shlok_text
24319,ਅਜ ਕੈ ਵਿਸ ਗੁਿਰ ਕੀਨੋ ਕੇਹਿਰ ਕੂਕਰ ਿਤਨਿਹ ਲਗਾਈ ਰੇ ॥
24320,੧ ॥
24321,ਰਹਾਉ ॥
24322,ਬਾਝ ੁ ਥੂਨੀਆ ਛਪਰਾ ਥਾਿਮ(cid:184)ਆ ਨੀਘਿਰਆ ਘਰ ੁ ਪਾਇਆ ਰੇ ॥
24323,ਿਬਨੁ ਜੜੀਏ ਲ ੈ ਜਿੜਓ ਜੜਾਵਾ ਥੇਵਾ ਅਚਰਜੁ ਲਾਇਆ ਰੇ ॥
24324,੨ ॥
24325,ਦਾਦੀ ਦਾਿਦ ਨ ਪਹਚੁ ਨਹਾਰਾ ਚਪੂ ੀ ਿਨਰਨਉ ਪਾਇਆ ਰੇ ॥
24326,ਮਾਿਲ ਦੁਲੀਚੈ ਬਠੈ ੀ ਲ ੇ ਿਮਰਤਕੁ ਨਨੈ ਿਦਖਾਲਨੁ 382 ਧਾਇਆ ਰੇ ॥
24327,੩ ॥
24328,ਸਈੋ ਅਜਾਣੁ ਕਹੈ ਮੈ ਜਾਨਾ ਜਾਨਣਹਾਰ ੁ ਨ ਛਾਨਾ ਰੇ ॥
24329,ਕਹ ੁ ਨਾਨਕ ਗੁਿਰ ਅਿਮਉ ਪੀਆਇਆ ਰਸਿਕ ਰਸਿਕ ਿਬਗਸਾਨਾ ਰੇ ॥
24330,੪ ॥
24331,੫ ॥
24332,੪੪ ॥
24333,ਆਸਾ ਮਹਲਾ ੫ ॥
24334,ਬਧੰ ਨ ਕਾਿਟ ਿਬਸਾਰੇ ਅਉਗਨ ਅਪਨਾ ਿਬਰਦੁ ਸਮ(cid:184)ਾਿਰਆ ॥
24335,ਹੋਏ ਿਕਰ੍ਪਾਲ ਮਾਤ ਿਪਤ ਿਨਆਈ ਬਾਿਰਕ ਿਜਉ ਪਰ੍ਿਤਪਾਿਰਆ ॥
24336,੧ ॥
24337,ਗੁਰਿਸਖ ਰਾਖੇ ਗੁਰ ਗੋਪਾਿਲ ॥
24338,ਕਾਿਢ ਲੀਏ ਮਹਾ ਭਵਜਲ ਤੇ ਅਪਨੀ ਨਦਿਰ ਿਨਹਾਿਲ ॥
24339,੧ ॥
24340,ਰਹਾਉ ॥
24341,ਜਾ ਕੈ ਿਸਮਰਿਣ ਜਮ ਤੇ ਛੁਟੀਐ ਹਲਿਤ ਪਲਿਤ ਸੁਖੁ ਪਾਈਐ ॥
24342,ਸਾਿਸ ਿਗਰਾਿਸ ਜਪਹ ੁ ਜਪੁ ਰਸਨਾ ਨੀਤ ਨੀਤ ਗੁਣ ਗਾਈਐ ॥
24343,੨ ॥
24344,ਭਗਿਤ ਪਰ੍ੇਮ ਪਰਮ ਪਦ ੁ ਪਾਇਆ ਸਾਧਸੰਿਗ ਦਖੁ ਨਾਠੇ ॥
24345,ਿਛਜੈ ਨ ਜਾਇ ਿਕਛੁ ਭਉ ਨ ਿਬਆਪੇ ਹਿਰ ਧਨੁ ਿਨਰਮਲੁ ਗਾਠੇ ॥
24346,੩ ॥
24347,ਅੰਿਤ ਕਾਲ ਪਰ੍ਭ ਭਏ ਸਹਾਈ ਇਤ ਉਤ ਰਾਖਨਹਾਰੇ ॥
24348,ਪਰ੍ਾਨ ਮੀਤ ਹੀਤ ਧਨੁ ਮੇਰੈ ਨਾਨਕ ਸਦ ਬਿਲਹਾਰੇ ॥
24349,੪ ॥
24350,੬ ॥
24351,੪੫ ॥
24352,ਆਸਾ ਮਹਲਾ ੫ ॥
24353,ਜਾ ਤੂੰ ਸਾਿਹਬੁ ਤਾ ਭਉ ਕੇਹਾ ਹਉ ਤੁਧੁ ਿਬਨੁ ਿਕਸੁ ਸਾਲਾਹੀ ॥
24354,ਏਕੁ ਤੂੰ ਤਾ ਸਭੁ ਿਕਛੁ ਹੈ ਮੈ ਤੁਧੁ ਿਬਨੁ ਦੂਜਾ ਨਾਹੀ ॥
24355,੧ ॥
24356,ਬਾਬਾ ਿਬਖੁ ਦੇਿਖਆ ਸੰਸਾਰ ੁ ॥
24357,ਰਿਖਆ ਕਰਹ ੁ ਗੁਸਾਈ ਮੇਰੇ ਮੈ ਨਾਮੁ ਤਰੇ ਾ ਆਧਾਰ ੁ ॥
24358,੧ ॥
24359,ਰਹਾਉ ॥
24360,ਜਾਣਿਹ ਿਬਰਥਾ ਸਭਾ ਮਨ ਕੀ ਹਰੋ ੁ ਿਕਸੁ ਪਿਹ ਆਿਖ ਸੁਣਾਈਐ ॥
24361,ਿਵਣੁ ਨਾਵੈ ਸਭੁ ਜਗੁ ਬਉਰਾਇਆ ਨਾਮੁ ਿਮਲ ੈ ਸਖੁ ੁ ਪਾਈਐ ॥
24362,੨ ॥
24363,ਿਕਆ ਕਹੀਐ ਿਕਸ ੁ ਆਿਖ ਸੁਣਾਈਐ ਿਜ ਕਹਣਾ ਸੁ ਪਰ੍ਭ ਜੀ ਪਾਿਸ ॥
24364,ਸਭੁ ਿਕਛੁ ਕੀਤਾ ਤੇਰਾ ਵਰਤੈ ਸਦਾ ਸਦਾ ਤੇਰੀ ਆਸ ॥
24365,੩ ॥
24366,ਜੇ ਦਿੇ ਹ ਵਿਡਆਈ ਤਾ ਤੇਰੀ ਵਿਡਆਈ ਇਤ ਉਤ ਤੁਝਿਹ ਿਧਆਉ ॥
24367,ਨਾਨਕ ਕੇ ਪਰ੍ਭ ਸਦਾ ਸੁਖਦਾਤੇ ਮੈ ਤਾਣੁ ਤਰੇ ਾ ਇਕੁ ਨਾਉ ॥
24368,੪ ॥
24369,੭ ॥
24370,੪੬ ॥
24371,ਆਸਾ ਮਹਲਾ ੫ ॥
24372,ਅੰਿਮਰ੍ਤੁ ਨਾਮੁ ਤੁਮ(cid:184)ਾਰਾ ਠਾਕੁਰ ਏਹ ੁ ਮਹਾ ਰਸੁ ਜਨਿਹ ਪੀਓ ॥
24373,ਜਨਮ ਜਨਮ ਚਕੂ ੇ ਭ ੈ ਭਾਰੇ ਦੁਰਤੁ ਿਬਨਾਿਸਓ ਭਰਮੁ ਬੀਓ ॥
24374,੧ ॥
24375,ਦਰਸਨੁ ਪੇਖਤ ਮੈ ਜੀਓ ॥
24376,ਸੁਿਨ ਕਿਰ ਬਚਨ ਤੁਮ(cid:184)ਾਰੇ ਸਿਤਗੁਰ ਮਨੁ ਤਨੁ ਮਰੇ ਾ ਠਾਰ ੁ ਥੀਓ ॥
24377,੧ ॥
24378,ਰਹਾਉ ॥
24379,ਤੁਮ(cid:184)ਰੀ ਿਕਰ੍ਪਾ ਤੇ ਭਇਓ ਸਾਧਸੰਗੁ ਏਹ ੁ ਕਾਜੁ ਤੁਮ(cid:184) ਆਿਪ ਕੀਓ ॥
24380,ਿਦੜੁ ਕਿਰ ਚਰਣ ਗਹੇ ਪਰ੍ਭ ਤੁਮ(cid:184)ਰੇ ਸਹਜੇ ਿਬਿਖਆ ਭਈ ਖੀਓ ॥
24381,੨ ॥
24382,ਸਖੁ ਿਨਧਾਨ ਨਾਮੁ ਪਰ੍ਭ ਤੁਮਰਾ ਏਹ ੁ ਅਿਬਨਾਸੀ ਮੰਤਰ੍ੁ ਲੀਓ ॥
24383,ਕਿਰ ਿਕਰਪਾ ਮਿੋ ਹ ਸਿਤਗੁਿਰ ਦੀਨਾ ਤਾਪੁ ਸੰਤਾਪੁ ਮੇਰਾ ਬਰੈ ੁ ਗੀਓ ॥
24384,੩ ॥
24385,ਧੰਨੁ ਸੁ ਮਾਣਸ ਦਹੇ ੀ ਪਾਈ ਿਜਤੁ ਪਰ੍ਿਭ ਅਪਨੈ ਮੇਿਲ ਲੀਓ ॥
24386,ਧੰਨੁ ਸੁ ਕਿਲਜਗੁ ੁ ਸਾਧਸੰਿਗ ਕੀਰਤਨੁ ਗਾਈਐ 383 ਨਾਨਕ ਨਾਮੁ ਅਧਾਰ ੁ ਹੀਓ ॥
24387,੪ ॥
24388,੮ ॥
24389,੪੭ ॥
24390,ਆਸਾ ਮਹਲਾ ੫ ॥
24391,ਆਗੈ ਹੀ ਤੇ ਸਭੁ ਿਕਛੁ ਹਆੂ ਅਵਰ ੁ ਿਕ ਜਾਣੈ ਿਗਆਨਾ ॥
24392,ਭੂਲ ਚਕੂ ਅਪਨਾ ਬਾਿਰਕੁ ਬਖਿਸਆ ਪਾਰਬਰ੍ਹਮ ਭਗਵਾਨਾ ॥
24393,੧ ॥
24394,ਸਿਤਗੁਰ ੁ ਮੇਰਾ ਸਦਾ ਦਇਆਲਾ ਮਿੋ ਹ ਦੀਨ ਕਉ ਰਾਿਖ ਲੀਆ ॥
24395,ਕਾਿਟਆ ਰਗੋ ੁ ਮਹਾ ਸੁਖੁ ਪਾਇਆ ਹਿਰ ਅੰਿਮਰ੍ਤੁ ਮੁਿਖ ਨਾਮੁ ਦੀਆ ॥
24396,੧ ॥
24397,ਰਹਾਉ ॥
24398,ਅਿਨਕ ਪਾਪ ਮਰੇ ੇ ਪਰਹਿਰਆ ਬੰਧਨ ਕਾਟੇ ਮੁਕਤ ਭਏ ॥
24399,ਅੰਧ ਕੂਪ ਮਹਾ ਘੋਰ ਤੇ ਬਾਹ ਪਕਿਰ ਗੁਿਰ ਕਾਿਢ ਲੀਏ ॥
24400,੨ ॥
24401,ਿਨਰਭਉ ਭਏ ਸਗਲ ਭਉ ਿਮਿਟਆ ਰਾਖੇ ਰਾਖਨਹਾਰੇ ॥
24402,ਐਸੀ ਦਾਿਤ ਤਰੇ ੀ ਪਰ੍ਭ ਮਰੇ ੇ ਕਾਰਜ ਸਗਲ ਸਵਾਰੇ ॥
24403,੩ ॥
24404,ਗੁਣ ਿਨਧਾਨ ਸਾਿਹਬ ਮਿਨ ਮੇਲਾ ॥
24405,ਸਰਿਣ ਪਇਆ ਨਾਨਕ ਸਹੇਲਾ ॥
24406,੪ ॥
24407,੯ ॥
24408,੪੮ ॥
24409,ਆਸਾ ਮਹਲਾ ੫ ॥
24410,ਤੂੰ ਿਵਸਰਿਹ ਤ(cid:194) ਸਭੁ ਕੋ ਲਾਗੂ ਚੀਿਤ ਆਵਿਹ ਤ(cid:194) ਸੇਵਾ ॥
24411,ਅਵਰ ੁ ਨ ਕਊੋ ਦੂਜਾ ਸੂਝੈ ਸਾਚੇ ਅਲਖ ਅਭੇਵਾ ॥
24412,੧ ॥
24413,ਚੀਿਤ ਆਵੈ ਤ(cid:194) ਸਦਾ ਦਇਆਲਾ ਲਗੋ ਨ ਿਕਆ ਵੇਚਾਰੇ ॥
24414,ਬੁਰਾ ਭਲਾ ਕਹ ੁ ਿਕਸ ਨੋ ਕਹੀਐ ਸਗਲੇ ਜੀਅ ਤੁਮ(cid:184)ਾਰੇ ॥
24415,੧ ॥
24416,ਰਹਾਉ ॥
24417,ਤੇਰੀ ਟੇਕ ਤੇਰਾ ਆਧਾਰਾ ਹਾਥ ਦਇੇ ਤੂੰ ਰਾਖਿਹ ॥
24418,ਿਜਸੁ ਜਨ ਊਪਿਰ ਤੇਰੀ ਿਕਰਪਾ ਿਤਸ ਕਉ ਿਬਪੁ ਨ ਕਊੋ ਭਾਖੈ ॥
24419,੨ ॥
24420,ਓਹੋ ਸੁਖੁ ਓਹਾ ਵਿਡਆਈ ਜੋ ਪਰ੍ਭ ਜੀ ਮਿਨ ਭਾਣੀ ॥
24421,ਤੂੰ ਦਾਨਾ ਤੂੰ ਸਦ ਿਮਹਰਵਾਨਾ ਨਾਮੁ ਿਮਲੈ ਰੰਗੁ ਮਾਣੀ ॥
24422,੩ ॥
24423,ਤੁਧੁ ਆਗੈ ਅਰਦਾਿਸ ਹਮਾਰੀ ਜੀਉ ਿਪਡੰ ੁ ਸਭੁ ਤਰੇ ਾ ॥
24424,ਕਹ ੁ ਨਾਨਕ ਸਭ ਤਰੇ ੀ ਵਿਡਆਈ ਕਈੋ ਨਾਉ ਨ ਜਾਣੈ ਮੇਰਾ ॥
24425,੪ ॥
24426,੧੦ ॥
24427,੪੯ ॥
24428,ਆਸਾ ਮਹਲਾ ੫ ॥
24429,ਕਿਰ ਿਕਰਪਾ ਪਰ੍ਭ ਅੰਤਰਜਾਮੀ ਸਾਧਸੰਿਗ ਹਿਰ ਪਾਈਐ ॥
24430,ਖੋਿਲ ਿਕਵਾਰ ਿਦਖਾਲੇ ਦਰਸਨੁ ਪੁਨਰਿਪ ਜਨਿਮ ਨ ਆਈਐ ॥
24431,੧ ॥
24432,ਿਮਲਉ ਪਰੀਤਮ ਸੁਆਮੀ ਅਪੁਨੇ ਸਗਲੇ ਦੂਖ ਹਰਉ ਰੇ ॥
24433,ਪਾਰਬਰ੍ਹਮੁ ਿਜਿਨ(cid:184) ਿਰਦੈ ਅਰਾਿਧਆ ਤਾ ਕੈ ਸੰਿਗ ਤਰਉ ਰੇ ॥
24434,੧ ॥
24435,ਰਹਾਉ ॥
24436,ਮਹਾ ਉਿਦਆਨ ਪਾਵਕ ਸਾਗਰ ਭਏ ਹਰਖ ਸਗੋ ਮਿਹ ਬਸਨਾ ॥
24437,ਸਿਤਗੁਰ ੁ ਭੇਿਟ ਭਇਆ ਮਨੁ ਿਨਰਮਲੁ ਜਿਪ ਅੰਿਮਰ੍ਤੁ ਹਿਰ ਰਸਨਾ ॥
24438,੨ ॥
24439,ਤਨੁ ਧਨੁ ਥਾਿਪ ਕੀਓ ਸਭੁ ਅਪਨਾ ਕੋਮਲ ਬੰਧਨ ਬ(cid:194)ਿਧਆ ॥
24440,ਗੁਰ ਪਰਸਾਿਦ ਭਏ ਜਨ ਮੁਕਤੇ ਹਿਰ ਹਿਰ ਨਾਮੁ ਅਰਾਿਧਆ ॥
24441,੩ ॥
24442,ਰਾਿਖ ਲੀਏ ਪਰ੍ਿਭ ਰਾਖਨਹਾਰੈ ਜੋ ਪਰ੍ਭ ਅਪੁਨੇ ਭਾਣੇ ॥
24443,ਜੀਉ ਿਪੰਡੁ ਸਭੁ ਤੁਮ(cid:184)ਰਾ ਦਾਤੇ ਨਾਨਕ ਸਦ ਕਰੁ ਬਾਣੇ ॥
24444,੪ ॥
24445,੧੧ ॥
24446,੫੦ ॥
24447,ਆਸਾ ਮਹਲਾ ੫ ॥
24448,ਮਹੋ ਮਲਨ ਨੀਦ ਤੇ ਛੁਟਕੀ ਕਉਨੁ ਅਨੁਗਰ੍ਹ ੁ ਭਇਓ ਰੀ ॥
24449,ਮਹਾ ਮੋਹਨੀ ਤੁਧੁ ਨ 384 ਿਵਆਪੈ ਤੇਰਾ ਆਲਸੁ ਕਹਾ ਗਇਓ ਰੀ ॥
24450,੧ ॥
24451,ਰਹਾਉ ॥
24452,ਕਾਮੁ ਕਰ੍ੋਧੁ ਅਹਕੰ ਾਰ ੁ ਗਾਖਰੋ ਸੰਜਿਮ ਕਉਨ ਛੁਿਟਓ ਰੀ ॥
24453,ਸੁਿਰ ਨਰ ਦੇਵ ਅਸਰੁ ਤਰ੍ੈ ਗੁਨੀਆ ਸਗਲੋ ਭਵਨੁ ਲੁਿਟਓ ਰੀ ॥
24454,੧ ॥
24455,ਦਾਵਾ ਅਗਿਨ ਬਹਤੁ ੁ ਿਤਰ੍ਣ ਜਾਲੇ ਕੋਈ ਹਿਰਆ ਬੂਟ ੁ ਰਿਹਓ ਰੀ ॥
24456,ਐਸੋ ਸਮਰਥੁ ਵਰਿਨ ਨ ਸਾਕਉ ਤਾ ਕੀ ਉਪਮਾ ਜਾਤ ਨ ਕਿਹਓ ਰੀ ॥
24457,੨ ॥
24458,ਕਾਜਰ ਕਠੋ ਮਿਹ ਭਈ ਨ ਕਾਰੀ ਿਨਰਮਲ ਬਰਨੁ ਬਿਨਓ ਰੀ ॥
24459,ਮਹਾ ਮੰਤਰ੍ੁ ਗੁਰ ਿਹਰਦੈ ਬਿਸਓ ਅਚਰਜ ਨਾਮੁ ਸੁਿਨਓ ਰੀ ॥
24460,੩ ॥
24461,ਕਿਰ ਿਕਰਪਾ ਪਰ੍ਭ ਨਦਿਰ ਅਵਲੋਕਨ ਅਪੁਨੈ ਚਰਿਣ ਲਗਾਈ ॥
24462,ਪਰ੍ੇਮ ਭਗਿਤ ਨਾਨਕ ਸੁਖੁ ਪਾਇਆ ਸਾਧੂ ਸੰਿਗ ਸਮਾਈ ॥
24463,੪ ॥
24464,੧੨ ॥
24465,੫੧ ॥
24466,੧ਓ ਸਿਤਗੁਰ ਪਰ੍ਸਾਿਦ ॥
24467,ਰਾਗੁ ਆਸਾ ਘਰ ੁ ੭ ਮਹਲਾ ੫ ॥
24468,ਲਾਲੁ ਚਲੋ ਨਾ ਤੈ ਤਿਨ ਸੋਿਹਆ ॥
24469,ਸੁਿਰਜਨ ਭਾਨੀ ਤ(cid:194) ਮਨੁ ਮੋਿਹਆ ॥
24470,੧ ॥
24471,ਕਵਨ ਬਨੀ ਰੀ ਤੇਰੀ ਲਾਲੀ ॥
24472,ਕਵਨ ਰੰਿਗ ਤੂੰ ਭਈ ਗੁਲਾਲੀ ॥
24473,੧ ॥
24474,ਰਹਾਉ ॥
24475,ਤੁਮ ਹੀ ਸੁੰਦਿਰ ਤੁਮਿਹ ਸੁਹਾਗੁ ॥
24476,ਤੁਮ ਘਿਰ ਲਾਲਨੁ ਤੁਮ ਘਿਰ ਭਾਗੁ ॥
24477,੨ ॥
24478,ਤੂੰ ਸਤਵੰਤੀ ਤੂੰ ਪਰਧਾਿਨ ॥
24479,ਤੂੰ ਪਰ੍ੀਤਮ ਭਾਨੀ ਤੁਹੀ ਸਰੁ ਿਗਆਿਨ ॥
24480,੩ ॥
24481,ਪਰ੍ੀਤਮ ਭਾਨੀ ਤ(cid:194) ਰਿੰ ਗ ਗੁਲਾਲ ॥
24482,ਕਹ ੁ ਨਾਨਕ ਸਭੁ ਿਦਰ੍ਸਿਟ ਿਨਹਾਲ ॥
24483,੪ ॥
24484,ਸਿੁ ਨ ਰੀ ਸਖੀ ਇਹ ਹਮਰੀ ਘਾਲ ॥
24485,ਪਰ੍ਭ ਆਿਪ ਸੀਗਾਿਰ ਸਵਾਰਨਹਾਰ ॥
24486,੧ ॥
24487,ਰਹਾਉ ਦਜੂ ਾ ॥
24488,੧ ॥
24489,੫੨ ॥
24490,ਆਸਾ ਮਹਲਾ ੫ ॥
24491,ਦਖੂ ੁ ਘਨੋ ਜਬ ਹਤੋ ੇ ਦੂਿਰ ॥
24492,ਅਬ ਮਸਲਿਤ ਮੋਿਹ ਿਮਲੀ ਹਦੂਿਰ ॥
24493,੧ ॥
24494,ਚਕੁ ਾ ਿਨਹੋਰਾ ਸਖੀ ਸਹੇਰੀ ॥
24495,ਭਰਮੁ ਗਇਆ ਗੁਿਰ ਿਪਰ ਸੰਿਗ ਮਰੇ ੀ ॥
24496,੧ ॥
24497,ਰਹਾਉ ॥
24498,ਿਨਕਿਟ ਆਿਨ ਿਪਰ੍ਅ ਸੇਜ ਧਰੀ ॥
24499,ਕਾਿਣ ਕਢਨ ਤੇ ਛੂਿਟ ਪਰੀ ॥
24500,੨ ॥
24501,ਮੰਦਿਰ ਮਰੇ ੈ ਸਬਿਦ ਉਜਾਰਾ ॥
24502,ਅਨਦ ਿਬਨੋਦੀ ਖਸਮੁ ਹਮਾਰਾ ॥
24503,੩ ॥
24504,ਮਸਤਿਕ ਭਾਗੁ ਮੈ ਿਪਰ ੁ ਘਿਰ ਆਇਆ ॥
24505,ਿਥਰ ੁ ਸੋਹਾਗੁ ਨਾਨਕ ਜਨ ਪਾਇਆ ॥
24506,੪ ॥
24507,੨ ॥
24508,੫੩ ॥
24509,ਆਸਾ ਮਹਲਾ ੫ ॥
24510,ਸਾਿਚ ਨਾਿਮ ਮਰੇ ਾ ਮਨੁ ਲਾਗਾ ॥
24511,ਲੋਗਨ ਿਸਉ ਮਰੇ ਾ ਠਾਠਾ ਬਾਗਾ ॥
24512,੧ ॥
24513,ਬਾਹਿਰ ਸੂਤੁ ਸਗਲ ਿਸਉ ਮਉਲਾ ॥
24514,ਅਿਲਪਤੁ ਰਹਉ ਜੈਸੇ ਜਲ ਮਿਹ ਕਉਲਾ ॥
24515,੧ ॥
24516,ਰਹਾਉ ॥
24517,ਮੁਖ ਕੀ ਬਾਤ ਸਗਲ ਿਸਉ ਕਰਤਾ ॥
24518,ਜੀਅ ਸੰਿਗ ਪਰ੍ਭੁ ਅਪੁਨਾ ਧਰਤਾ ॥
24519,੨ ॥
24520,ਦੀਿਸ ਆਵਤ ਹੈ ਬਹਤੁ ੁ ਭੀਹਾਲਾ ॥
24521,ਸਗਲ ਚਰਨ ਕੀ ਇਹ ੁ ਮਨੁ ਰਾਲਾ ॥
24522,੩ ॥
24523,ਨਾਨਕ ਜਿਨ ਗੁਰ ੁ ਪੂਰਾ ਪਾਇਆ ॥
24524,385 ਅੰਤਿਰ ਬਾਹਿਰ ਏਕੁ ਿਦਖਾਇਆ ॥
24525,੪ ॥
24526,੩ ॥
24527,੫੪ ॥
24528,ਆਸਾ ਮਹਲਾ ੫ ॥
24529,ਪਾਵਤੁ ਰਲੀਆ ਜਬੋ ਿਨ ਬਲੀਆ ॥
24530,ਨਾਮ ਿਬਨਾ ਮਾਟੀ ਸੰਿਗ ਰਲੀਆ ॥
24531,੧ ॥
24532,ਕਾਨ ਕੁੰਡਲੀਆ ਬਸਤਰ੍ ਓਢਲੀਆ ॥
24533,ਸੇਜ ਸੁਖਲੀਆ ਮਿਨ ਗਰਬਲੀਆ ॥
24534,੧ ॥
24535,ਰਹਾਉ ॥
24536,ਤਲੈ ਕੁੰਚਰੀਆ ਿਸਿਰ ਕਿਨਕ ਛਤਰੀਆ ॥
24537,ਹਿਰ ਭਗਿਤ ਿਬਨਾ ਲ ੇ ਧਰਿਨ ਗਡਲੀਆ ॥
24538,੨ ॥
24539,ਰਪੂ ਸੁੰਦਰੀਆ ਅਿਨਕ ਇਸਤਰੀਆ ॥
24540,ਹਿਰ ਰਸ ਿਬਨੁ ਸਿਭ ਸਆੁ ਦ ਿਫਕਰੀਆ ॥
24541,੩ ॥
24542,ਮਾਇਆ ਛਲੀਆ ਿਬਕਾਰ ਿਬਖਲੀਆ ॥
24543,ਸਰਿਣ ਨਾਨਕ ਪਰ੍ਭ ਪੁਰਖ ਦਇਅਲੀਆ ॥
24544,੪ ॥
24545,੪ ॥
24546,੫੫ ॥
24547,ਆਸਾ ਮਹਲਾ ੫ ॥
24548,ਏਕੁ ਬਗੀਚਾ ਪੇਡ ਘਨ ਕਿਰਆ ॥
24549,ਅੰਿਮਰ੍ਤ ਨਾਮੁ ਤਹਾ ਮਿਹ ਫਿਲਆ ॥
24550,੧ ॥
24551,ਐਸਾ ਕਰਹ ੁ ਬੀਚਾਰ ੁ ਿਗਆਨੀ ॥
24552,ਜਾ ਤੇ ਪਾਈਐ ਪਦੁ ਿਨਰਬਾਨੀ ॥
24553,ਆਿਸ ਪਾਿਸ ਿਬਖੂਆ ਕੇ ਕੁਟੰ ਾ ਬੀਿਚ ਅਿੰ ਮਰ੍ਤੁ ਹੈ ਭਾਈ ਰੇ ॥
24554,੧ ॥
24555,ਰਹਾਉ ॥
24556,ਿਸਚੰ ਨਹਾਰੇ ਏਕੈ ਮਾਲੀ ॥
24557,ਖਬਿਰ ਕਰਤੁ ਹੈ ਪਾਤ ਪਤ ਡਾਲੀ ॥
24558,੨ ॥
24559,ਸਗਲ ਬਨਸਪਿਤ ਆਿਣ ਜੜਾਈ ॥
24560,ਸਗਲੀ ਫਲੂ ੀ ਿਨਫਲ ਨ ਕਾਈ ॥
24561,੩ ॥
24562,ਅੰਿਮਰ੍ਤ ਫਲੁ ਨਾਮੁ ਿਜਿਨ ਗੁਰ ਤੇ ਪਾਇਆ ॥
24563,ਨਾਨਕ ਦਾਸ ਤਰੀ ਿਤਿਨ ਮਾਇਆ ॥
24564,੪ ॥
24565,੫ ॥
24566,੫੬ ॥
24567,ਆਸਾ ਮਹਲਾ ੫ ॥
24568,ਰਾਜ ਲੀਲਾ ਤਰੇ ੈ ਨਾਿਮ ਬਨਾਈ ॥
24569,ਜੋਗੁ ਬਿਨਆ ਤਰੇ ਾ ਕੀਰਤਨੁ ਗਾਈ ॥
24570,੧ ॥
24571,ਸਰਬ ਸੁਖਾ ਬਨੇ ਤਰੇ ੈ ਓਲ(cid:184)ੈ ॥
24572,ਭਰ੍ਮ ਕੇ ਪਰਦੇ ਸਿਤਗੁਰ ਖਲੋ (cid:184)ੇ ॥
24573,੧ ॥
24574,ਰਹਾਉ ॥
24575,ਹਕੁ ਮੁ ਬੂਿਝ ਰੰਗ ਰਸ ਮਾਣੇ ॥
24576,ਸਿਤਗੁਰ ਸੇਵਾ ਮਹਾ ਿਨਰਬਾਣੇ ॥
24577,੨ ॥
24578,ਿਜਿਨ ਤੂੰ ਜਾਤਾ ਸੋ ਿਗਰਸਤ ਉਦਾਸੀ ਪਰਵਾਣੁ ॥
24579,ਨਾਿਮ ਰਤਾ ਸੋਈ ਿਨਰਬਾਣੁ ॥
24580,੩ ॥
24581,ਜਾ ਕਉ ਿਮਿਲਓ ਨਾਮੁ ਿਨਧਾਨਾ ॥
24582,ਭਨਿਤ ਨਾਨਕ ਤਾ ਕਾ ਪੂਰ ਖਜਾਨਾ ॥
24583,੪ ॥
24584,੬ ॥
24585,੫੭ ॥
24586,ਆਸਾ ਮਹਲਾ ੫ ॥
24587,ਤੀਰਿਥ ਜਾਉ ਤ ਹਉ ਹਉ ਕਰਤੇ ॥
24588,ਪੰਿਡਤ ਪੂਛਉ ਤ ਮਾਇਆ ਰਾਤੇ ॥
24589,੧ ॥
24590,ਸੋ ਅਸਥਾਨੁ ਬਤਾਵਹੁ ਮੀਤਾ ॥
24591,ਜਾ ਕੈ ਹਿਰ ਹਿਰ ਕੀਰਤਨੁ ਨੀਤਾ ॥
24592,੧ ॥
24593,ਰਹਾਉ ॥
24594,ਸਾਸਤਰ੍ ਬੇਦ ਪਾਪ ਪੁੰਨ ਵੀਚਾਰ ॥
24595,ਨਰਿਕ ਸੁਰਿਗ ਿਫਿਰ ਿਫਿਰ ਅਉਤਾਰ ॥
24596,੨ ॥
24597,ਿਗਰਸਤ ਮਿਹ ਿਚੰਤ ਉਦਾਸ ਅਹਕੰ ਾਰ ॥
24598,ਕਰਮ ਕਰਤ ਜੀਅ ਕਉ ਜੰਜਾਰ ॥
24599,੩ ॥
24600,ਪਰ੍ਭ ਿਕਰਪਾ ਤੇ ਮਨੁ ਵਿਸ ਆਇਆ ॥
24601,ਨਾਨਕ ਗੁਰਮੁਿਖ ਤਰੀ ਿਤਿਨ ਮਾਇਆ ॥
24602,੪ ॥
24603,ਸਾਧਸੰਿਗ ਹਿਰ ਕੀਰਤਨੁ ਗਾਈਐ ॥
24604,ਇਹ ੁ ਅਸਥਾਨੁ ਗੁਰ ੂ ਤੇ ਪਾਈਐ ॥
24605,੧ ॥
24606,ਰਹਾਉ ਦਜੂ ਾ ॥
24607,੭ ॥
24608,੫੮ ॥
24609,ਆਸਾ ਮਹਲਾ ੫ ॥
24610,ਘਰ ਮਿਹ ਸੂਖ ਬਾਹਿਰ ਫਿੁਨ ਸੂਖਾ ॥
24611,ਹਿਰ ਿਸਮਰਤ ਸਗਲ ਿਬਨਾਸੇ ਦੂਖਾ ॥
24612,੧ ॥
24613,ਸਗਲ ਸਖੂ ਜ(cid:194) ਤੂੰ ਿਚਿਤ ਆਂਵਂੈ ॥
24614,386 ਸੋ ਨਾਮੁ ਜਪੈ ਜੋ ਜਨੁ ਤੁਧੁ ਭਾਵੈ ॥
24615,੧ ॥
24616,ਰਹਾਉ ॥
24617,ਤਨੁ ਮਨੁ ਸੀਤਲੁ ਜਿਪ ਨਾਮੁ ਤਰੇ ਾ ॥
